life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
81.5,11.1,17.3,46494.0,0.907,Very High
65.0,6.8,11.8,8275.0,0.634,Medium
80.0,11.8,14.7,70239.0,0.9018,Very High
53.8,4.2,9.4,2508.0,0.4666,Low
68.1,9.3,16.6,6483.0,0.7115,High
62.0,5.7,8.8,2015.0,0.5027,Low
74.5,9.9,16.5,19241.0,0.8066,Very High
66.0,1.9,12.2,4757.0,0.5496,Low
68.7,9.3,12.4,6597.0,0.6767,Medium
71.8,8.4,11.6,11027.0,0.6993,Medium
82.3,12.5,18.2,46909.0,0.9363,Very High
78.8,11.8,17.1,34491.0,0.8851,Very High
52.3,2.0,6.9,1449.0,0.3731,Low
73.6,10.3,14.7,4568.0,0.71,High
66.0,8.2,14.4,7762.0,0.6792,Medium
71.8,8.1,12.7,5973.0,0.6738,Medium
69.7,6.8,17.4,18120.0,0.7524,High
48.4,4.0,9.5,1265.0,0.4051,Low
75.2,7.8,16.1,10821.0,0.7517,High
59.6,3.8,9.8,3756.0,0.5095,Low
56.1,2.7,8.0,1950.0,0.427,Low
71.7,11.6,12.7,17396.0,0.7707,High
74.4,10.5,14.7,19511.0,0.7962,High
75.4,11.0,17.6,45647.0,0.877,Very High
65.8,7.3,11.2,7460.0,0.6338,Medium
80.6,10.1,15.1,53806.0,0.8743,Very High
72.4,7.1,13.3,10691.0,0.7021,High
76.1,8.0,14.6,15128.0,0.7607,High
72.4,10.5,15.8,50787.0,0.8431,Very High
63.7,7.1,9.5,4608.0,0.5795,Medium
62.5,6.6,12.4,1982.0,0.5504,Medium
75.4,7.0,13.5,8098.0,0.7015,High
81.5,13.2,15.2,40389.0,0.9039,Very High
67.9,9.7,14.6,5837.0,0.6916,Medium
68.3,8.3,12.6,5971.0,0.6597,Medium
69.5,10.8,15.1,23717.0,0.788,High
63.9,6.6,10.7,3743.0,0.5761,Medium
77.8,10.6,17.2,90227.0,0.9037,Very High
60.0,4.9,9.9,5811.0,0.5491,Low
73.4,7.7,15.6,18165.0,0.763,High
74.0,9.2,15.0,36673.0,0.8131,Very High
72.1,9.3,15.5,19684.0,0.7795,High
71.4,8.5,13.8,38670.0,0.7794,High
56.5,4.4,8.7,1594.0,0.4499,Low
78.4,8.4,14.7,41543.0,0.8257,Very High
47.6,2.3,5.4,348.0,0.2627,Low
65.7,8.2,12.5,4793.0,0.6347,Medium
68.6,9.0,16.6,9063.0,0.7293,High
64.8,6.2,13.5,13297.0,0.6668,Medium
61.1,6.2,9.4,3497.0,0.5419,Low
68.4,8.7,12.5,3320.0,0.631,Medium
70.5,9.9,15.2,15947.0,0.7652,High
72.7,11.9,14.4,12482.0,0.7785,High
73.7,9.2,13.9,12156.0,0.7452,High
74.8,9.1,13.1,21687.0,0.7697,High
76.2,9.0,15.1,10356.0,0.7577,High
72.7,9.6,14.9,5647.0,0.7128,High
56.8,5.4,6.2,837.0,0.4007,Low
56.8,4.7,10.9,1465.0,0.4728,Low
72.4,6.5,12.5,3192.0,0.6193,Medium
59.3,3.7,8.2,837.0,0.4083,Low
51.1,0.2,7.5,550.0,0.2977,Low
75.9,9.7,15.8,28910.0,0.8239,Very High
81.0,12.7,16.0,27604.0,0.884,Very High
60.1,5.6,7.6,2940.0,0.5008,Low
59.7,6.1,11.8,3638.0,0.561,Medium
52.0,7.0,11.1,3291.0,0.5197,Low
69.3,8.3,12.5,4807.0,0.6509,Medium
60.1,4.0,11.3,5332.0,0.5486,Low
61.3,5.0,10.7,1852.0,0.5062,Low
70.6,8.9,16.6,10421.0,0.7459,High
53.5,3.3,6.9,1794.0,0.4078,Low
58.3,8.0,10.2,5320.0,0.5786,Medium
51.7,3.8,6.9,1674.0,0.4046,Low
51.2,3.5,7.8,1199.0,0.391,Low
49.7,2.7,9.1,528.0,0.3402,Low
63.6,8.5,13.2,3328.0,0.6129,Medium
60.1,7.9,10.5,11567.0,0.6265,Medium
44.3,0.2,5.8,471.0,0.2455,Low
66.1,6.6,11.1,4528.0,0.5995,Medium
50.2,3.1,6.2,2388.0,0.3945,Low
76.2,12.0,17.0,28227.0,0.8634,Very High
75.2,9.5,14.5,15353.0,0.7742,High
74.3,10.2,14.0,10278.0,0.7514,High
65.8,9.1,13.6,7878.0,0.6815,Medium
66.7,5.6,12.8,11767.0,0.6545,Medium
73.3,10.4,15.5,40294.0,0.8321,Very High
60.3,5.9,11.0,3645.0,0.5525,Medium
64.5,7.8,11.6,9102.0,0.6484,Medium
59.0,4.8,6.6,1947.0,0.4514,Low
81.0,11.0,17.1,34783.0,0.8871,Very High
41.4,1.7,8.0,816.0,0.3078,Low
55.8,6.4,7.3,1798.0,0.4637,Low
58.0,4.9,11.2,490.0,0.4046,Low
82.5,12.2,16.3,86541.0,0.9376,Very High
64.0,6.5,13.0,6643.0,0.6284,Medium
53.7,6.0,7.6,954.0,0.4172,Low
70.7,6.6,13.1,9396.0,0.6775,Medium
78.8,11.5,13.8,55679.0,0.8715,Very High
64.1,6.7,14.5,5225.0,0.633,Medium
54.7,1.9,8.7,495.0,0.3405,Low
56.1,6.1,9.7,872.0,0.4412,Low
75.7,7.2,15.3,60740.0,0.8196,Very High
70.9,9.8,13.7,17785.0,0.7568,High
62.7,5.7,10.9,4006.0,0.5653,Medium
68.0,5.0,9.2,9332.0,0.597,Medium
74.2,8.5,13.1,7210.0,0.7043,High
75.1,9.1,12.9,18364.0,0.7624,High
65.3,9.8,14.0,4039.0,0.6529,Medium
66.9,13.4,11.7,10354.0,0.7307,High
55.5,5.0,7.0,2607.0,0.4607,Low
76.2,11.1,14.7,21506.0,0.8171,Very High
82.5,11.2,19.2,68975.0,0.9506,Very High
69.2,8.3,12.5,13858.0,0.7063,High
60.7,6.5,13.4,7045.0,0.619,Medium
54.8,3.4,9.0,908.0,0.4018,Low
66.7,4.5,10.6,4158.0,0.5634,Medium
72.2,9.0,13.7,17292.0,0.752,High
65.0,10.1,15.4,7041.0,0.6976,Medium
73.9,10.0,12.9,35464.0,0.7989,High
68.1,8.4,10.4,7368.0,0.6487,Medium
76.4,10.9,13.5,16357.0,0.7899,High
61.6,6.3,12.0,3240.0,0.5675,Medium
77.3,10.7,17.6,15933.0,0.8301,Very High
71.6,8.6,16.6,9542.0,0.7423,High
65.1,7.3,10.4,4984.0,0.6023,Medium
48.7,1.6,4.6,633.0,0.2812,Low
77.4,11.6,15.0,23188.0,0.836,Very High
62.2,7.5,10.8,4627.0,0.5911,Medium
69.3,4.9,13.4,2395.0,0.5803,Medium
59.8,5.4,17.0,8435.0,0.6439,Medium
50.9,2.4,5.8,1904.0,0.3713,Low
54.9,5.2,9.5,2031.0,0.4742,Low
77.4,10.0,16.2,25924.0,0.8343,Very High
80.9,11.9,17.3,56191.0,0.9223,Very High
51.2,3.6,9.5,783.0,0.3858,Low
67.6,8.9,11.6,15216.0,0.7009,High
64.0,7.4,12.1,5509.0,0.6202,Medium
76.3,9.6,16.6,11631.0,0.7864,High
61.4,6.8,11.2,2587.0,0.5521,Medium
75.5,9.6,15.5,15819.0,0.7882,High
76.7,9.2,16.0,28707.0,0.8241,Very High
79.3,7.3,15.8,8335.0,0.7467,High
82.7,11.3,18.0,19822.0,0.8784,Very High
59.3,4.1,10.8,2518.0,0.5039,Low
74.8,9.2,15.2,24106.0,0.798,High
52.2,2.4,8.6,541.0,0.3424,Low
76.5,9.5,15.1,12184.0,0.7746,High
75.7,12.1,13.9,6872.0,0.7554,High
66.2,8.4,13.1,5921.0,0.656,Medium
62.6,4.9,10.2,2427.0,0.5209,Low
63.0,5.0,7.7,3657.0,0.5151,Low
67.4,7.0,15.2,3655.0,0.638,Medium
52.1,1.6,8.7,1308.0,0.384,Low
56.8,3.0,10.0,1484.0,0.4439,Low
73.0,9.7,16.1,13032.0,0.7741,High
54.9,5.4,9.2,3424.0,0.4988,Low
58.5,6.8,10.9,9261.0,0.5976,Medium
69.5,9.5,15.8,9413.0,0.7332,High
63.2,6.4,10.7,4394.0,0.5787,Medium
56.6,2.8,7.0,1324.0,0.3983,Low
62.7,4.6,11.5,2498.0,0.5321,Low
67.2,5.9,13.1,3111.0,0.5956,Medium
72.8,11.0,17.6,25562.0,0.8357,Very High
79.1,14.5,15.5,37623.0,0.9064,Very High
69.9,7.8,14.2,13693.0,0.7197,High
48.0,1.5,4.3,1388.0,0.3072,Low
81.0,12.3,19.2,46997.0,0.9379,Very High
72.3,8.6,16.2,8482.0,0.735,High
67.9,7.4,12.7,4728.0,0.6365,Medium
62.0,6.3,11.2,5815.0,0.5913,Medium
69.0,8.2,13.3,12192.0,0.7059,High
56.4,4.1,8.2,1272.0,0.4281,Low
55.3,4.6,7.4,697.0,0.3852,Low
69.0,9.1,12.4,9363.0,0.6936,Medium
81.5,12.4,16.6,29693.0,0.8934,Very High
74.3,7.9,11.4,19273.0,0.7278,High
50.0,4.9,9.0,1186.0,0.4142,Low
49.4,2.8,6.4,400.0,0.2945,Low
55.6,3.6,11.0,1165.0,0.4427,Low
63.1,7.5,12.1,7857.0,0.6353,Medium
53.4,4.9,7.3,1744.0,0.4323,Low
71.7,11.0,16.7,14272.0,0.7911,High
59.6,4.4,10.2,2305.0,0.4995,Low
67.8,5.2,13.5,3051.0,0.5923,Medium
79.5,12.0,19.4,49484.0,0.9301,Very High
55.2,6.2,11.2,2631.0,0.5164,Low
58.4,7.7,9.1,4480.0,0.5567,Medium
61.0,5.4,13.1,3910.0,0.5751,Medium
63.2,6.1,11.4,2098.0,0.5408,Low
71.0,9.5,13.5,3306.0,0.6595,Medium
45.9,4.3,7.0,374.0,0.2993,Low
55.6,4.4,6.8,1135.0,0.4071,Low
65.3,3.5,12.0,2898.0,0.5419,Low
62.7,4.9,9.7,1635.0,0.4927,Low
72.0,8.8,18.4,19312.0,0.8006,Very High
74.5,13.4,15.8,47718.0,0.884,Very High
75.3,8.0,13.8,11239.0,0.7331,High
55.1,6.0,7.4,935.0,0.4199,Low
83.9,11.4,19.6,70824.0,0.966,Very High
72.3,7.2,11.6,7083.0,0.6633,Medium
63.9,8.3,13.5,6729.0,0.6537,Medium
60.9,7.0,13.9,7338.0,0.6325,Medium
73.3,9.2,16.0,14791.0,0.7746,High
75.9,10.1,15.1,12175.0,0.778,High
67.8,10.8,14.6,12025.0,0.7404,High
50.3,1.3,4.2,581.0,0.2701,Low
80.0,13.0,20.6,22102.0,0.9098,Very High
54.1,2.3,8.6,2851.0,0.4386,Low
64.7,6.1,11.4,11415.0,0.6359,Medium
72.2,9.3,13.5,9801.0,0.725,High
71.7,7.6,15.0,7646.0,0.7046,High
52.7,3.4,5.6,1016.0,0.3614,Low
76.8,10.1,13.3,25640.0,0.8028,Very High
63.3,6.0,12.4,13311.0,0.6448,Medium
63.1,9.1,13.4,5336.0,0.6457,Medium
60.7,5.1,11.2,2107.0,0.517,Low
70.3,10.6,14.9,10268.0,0.7467,High
76.2,12.1,16.3,37408.0,0.8719,Very High
58.5,7.2,9.8,3866.0,0.5506,Medium
68.5,5.8,13.8,2472.0,0.5927,Medium
71.6,7.7,13.4,19391.0,0.7361,High
57.9,5.3,6.5,648.0,0.3894,Low
70.0,10.4,14.6,8890.0,0.7317,High
81.6,10.7,15.8,59548.0,0.8996,Very High
65.8,6.0,11.0,5910.0,0.603,Medium
75.6,11.1,17.2,27885.0,0.8512,Very High
70.9,11.3,16.8,20434.0,0.8094,Very High
63.5,4.2,8.1,2866.0,0.4971,Low
54.1,4.6,6.2,866.0,0.382,Low
51.6,5.1,7.4,1078.0,0.4034,Low
79.9,10.7,16.6,27339.0,0.8611,Very High
73.8,10.6,15.4,20467.0,0.8039,Very High
61.1,6.5,11.3,5458.0,0.5872,Medium
58.4,7.1,10.5,2200.0,0.5262,Low
60.4,8.8,13.8,4914.0,0.628,Medium
76.6,12.5,18.3,43238.0,0.9045,Very High
66.7,6.2,14.6,3338.0,0.6159,Medium
85.7,13.6,19.9,142860.0,1.0,Very High
76.6,8.7,14.9,28155.0,0.8051,Very High
51.9,2.8,9.4,996.0,0.3924,Low
69.1,9.7,13.3,6743.0,0.6926,Medium
74.5,8.5,12.2,14535.0,0.7321,High
60.9,8.9,15.0,4647.0,0.639,Medium
63.7,8.5,12.3,6414.0,0.6414,Medium
52.5,2.8,7.0,396.0,0.3104,Low
63.8,4.9,9.2,3618.0,0.5346,Low
59.5,5.0,13.2,2795.0,0.5454,Low
63.2,5.5,9.6,2945.0,0.5345,Low
64.7,5.5,11.4,16291.0,0.6409,Medium
72.3,10.3,12.1,12232.0,0.7352,High
51.2,1.8,7.1,300.0,0.2737,Low
76.0,12.0,17.6,30759.0,0.8714,Very High
76.4,9.4,12.7,23748.0,0.7821,High
82.4,11.2,17.1,26298.0,0.8821,Very High
56.5,5.8,10.0,1477.0,0.4749,Low
78.5,9.2,15.1,39085.0,0.8381,Very High
64.0,9.9,11.3,12394.0,0.6823,Medium
63.6,5.6,11.6,2939.0,0.5582,Medium
59.1,5.1,8.0,619.0,0.4021,Low
55.4,2.8,10.3,2407.0,0.4638,Low
69.2,9.5,12.6,9321.0,0.7018,High
62.3,7.3,11.8,5844.0,0.6112,Medium
77.9,13.4,18.4,33944.0,0.9086,Very High
71.5,8.2,13.3,7062.0,0.6897,Medium
46.4,1.8,7.8,661.0,0.3177,Low
65.6,4.4,9.9,7445.0,0.5782,Medium
64.0,4.5,9.3,4233.0,0.5393,Low
60.7,7.0,11.8,2596.0,0.5574,Medium
65.2,6.9,10.2,11029.0,0.6332,Medium
54.0,2.1,7.0,1120.0,0.369,Low
76.4,7.3,11.9,13949.0,0.7188,High
64.3,8.6,14.7,11268.0,0.6962,Medium
58.2,6.4,8.6,5806.0,0.5459,Low
65.2,6.7,12.8,12470.0,0.6636,Medium
63.3,6.6,9.3,15162.0,0.6231,Medium
65.8,8.3,12.4,7368.0,0.6569,Medium
50.9,2.5,7.4,1222.0,0.373,Low
86.1,13.5,19.1,34622.0,0.9526,Very High
50.6,3.0,5.9,1362.0,0.3659,Low
58.0,3.0,8.8,2701.0,0.4646,Low
50.9,2.9,9.7,1747.0,0.4222,Low
56.7,6.5,11.1,2696.0,0.5284,Low
75.2,7.1,11.6,5307.0,0.6586,Medium
41.7,0.3,5.6,588.0,0.2456,Low
76.9,10.8,18.5,14240.0,0.8298,Very High
76.3,8.5,11.6,11987.0,0.7237,High
59.2,4.3,5.9,1265.0,0.4143,Low
53.4,4.0,7.1,585.0,0.3567,Low
65.8,7.5,13.4,5403.0,0.641,Medium
74.3,7.9,12.7,6066.0,0.683,Medium
61.5,6.0,11.2,1826.0,0.523,Low
54.9,4.2,10.4,1740.0,0.4631,Low
47.9,4.1,5.5,663.0,0.3285,Low
74.9,12.5,15.9,25856.0,0.8478,Very High
55.7,5.4,10.6,6377.0,0.5469,Low
64.5,9.7,14.4,9916.0,0.7002,High
50.3,2.7,6.0,652.0,0.3232,Low
59.6,6.5,7.7,3970.0,0.5262,Low
49.0,2.6,8.2,482.0,0.3217,Low
73.4,8.1,13.1,15713.0,0.7352,High
76.4,9.2,12.9,17310.0,0.765,High
64.1,3.9,14.4,4165.0,0.5872,Medium
69.2,9.6,14.7,18214.0,0.7564,High
67.9,6.7,12.7,8973.0,0.6598,Medium
72.7,10.5,14.4,8662.0,0.7422,High
68.9,11.5,14.5,18946.0,0.7761,High
49.1,1.8,6.3,931.0,0.3291,Low
61.5,4.6,9.7,4427.0,0.5367,Low
70.3,8.6,11.6,8684.0,0.6825,Medium
64.7,5.5,10.7,5005.0,0.5807,Medium
57.8,6.1,8.2,1496.0,0.4681,Low
75.1,7.9,14.4,10353.0,0.7329,High
58.4,6.4,9.2,1721.0,0.4916,Low
66.4,7.1,11.5,3018.0,0.5892,Medium
65.8,6.3,10.6,6444.0,0.6071,Medium
57.2,5.2,9.3,850.0,0.4308,Low
65.7,6.6,7.5,4087.0,0.5531,Medium
68.3,10.3,15.3,11262.0,0.7418,High
55.3,3.1,7.7,1904.0,0.4243,Low
66.6,7.7,12.7,12922.0,0.6854,Medium
66.1,7.2,8.0,3956.0,0.5669,Medium
55.6,1.6,7.6,989.0,0.3698,Low
46.5,3.6,5.6,960.0,0.3374,Low
59.4,3.9,8.3,1253.0,0.4375,Low
48.6,2.3,7.7,1630.0,0.3769,Low
88.0,13.7,15.6,122671.0,0.9624,Very High
69.6,8.6,15.4,50497.0,0.7993,High
63.7,4.8,11.8,3031.0,0.552,Medium
64.4,6.6,11.1,3897.0,0.5847,Medium
62.8,7.4,10.0,3626.0,0.5718,Medium
70.4,9.6,14.9,21632.0,0.7734,High
59.8,4.5,11.2,10018.0,0.5806,Medium
67.8,7.5,12.8,6052.0,0.6508,Medium
76.4,8.8,16.8,20657.0,0.8096,Very High
61.9,6.5,9.2,1398.0,0.4946,Low
53.4,2.0,7.1,2132.0,0.3972,Low
71.4,11.7,14.8,17810.0,0.7912,High
64.6,7.8,14.1,2526.0,0.6025,Medium
68.4,7.8,14.6,3498.0,0.6426,Medium
71.7,7.1,14.6,18457.0,0.7392,High
70.9,8.5,15.5,7806.0,0.7166,High
57.4,4.7,9.0,1861.0,0.4694,Low
55.2,3.2,7.3,465.0,0.3388,Low
75.3,11.1,14.6,27058.0,0.8231,Very High
62.7,8.5,12.3,7363.0,0.6444,Medium
48.3,1.3,4.4,495.0,0.2601,Low
68.5,8.4,14.8,6705.0,0.6889,Medium
53.4,4.8,6.6,1787.0,0.424,Low
57.9,5.5,10.3,2017.0,0.4982,Low
63.6,5.2,10.8,3605.0,0.5551,Medium
61.1,6.1,12.1,3786.0,0.5728,Medium
83.4,9.3,17.6,39195.0,0.8893,Very High
51.3,1.8,6.0,2364.0,0.3738,Low
68.1,6.6,15.5,10861.0,0.6982,Medium
65.0,7.0,10.1,2350.0,0.5534,Medium
54.1,5.9,9.9,1093.0,0.4469,Low
69.9,8.0,11.9,11895.0,0.6922,Medium
63.9,6.7,12.4,5066.0,0.6106,Medium
48.6,4.7,10.3,2007.0,0.4459,Low
73.1,8.4,13.9,6230.0,0.6975,Medium
67.3,6.9,11.7,4374.0,0.6139,Medium
75.4,11.4,18.5,41697.0,0.8863,Very High
68.1,7.8,13.7,8146.0,0.6811,Medium
64.2,7.6,14.0,12334.0,0.6818,Medium
56.1,5.7,12.1,3913.0,0.5446,Low
81.3,9.4,14.9,33351.0,0.8432,Very High
58.1,7.3,10.9,6176.0,0.5843,Medium
45.0,2.7,6.4,300.0,0.2578,Low
66.1,7.2,9.7,10237.0,0.6316,Medium
70.6,10.2,15.9,4202.0,0.7008,High
61.7,5.4,11.6,5494.0,0.5803,Medium
59.0,5.9,10.8,3075.0,0.5364,Low
64.2,7.7,14.1,7117.0,0.6566,Medium
45.5,1.2,7.5,1513.0,0.3422,Low
72.3,11.1,14.9,32384.0,0.8197,Very High
65.7,7.6,10.1,10041.0,0.64,Medium
76.2,13.2,16.9,42290.0,0.8963,Very High
71.7,8.2,14.2,14759.0,0.7368,High
61.3,6.4,12.0,5935.0,0.5984,Medium
55.4,4.2,9.5,2566.0,0.4759,Low
71.9,8.4,12.4,17744.0,0.7306,High
76.0,11.4,16.5,17041.0,0.8242,Very High
57.3,4.2,10.5,1193.0,0.4523,Low
60.3,2.4,11.0,813.0,0.4232,Low
74.3,10.6,15.2,45390.0,0.8421,Very High
67.5,9.3,13.8,8111.0,0.6952,Medium
68.8,6.0,10.5,4850.0,0.6004,Medium
59.5,5.8,14.8,2130.0,0.5539,Medium
72.9,10.3,16.1,25204.0,0.8122,Very High
58.9,6.3,10.0,1587.0,0.4957,Low
69.2,5.6,10.5,3407.0,0.5773,Medium
54.5,5.2,9.8,3015.0,0.496,Low
59.4,4.4,9.7,1765.0,0.4773,Low
63.2,6.7,8.9,4122.0,0.56,Medium
80.6,9.8,20.8,44907.0,0.9196,Very High
76.6,8.0,13.8,6300.0,0.7081,High
72.2,8.7,16.4,28380.0,0.7993,High
56.3,4.5,11.1,2229.0,0.4935,Low
72.0,7.8,13.7,8655.0,0.702,High
69.2,7.4,14.3,7487.0,0.6827,Medium
68.7,6.8,10.2,4323.0,0.6017,Medium
79.7,11.5,14.6,22774.0,0.8408,Very High
77.5,10.0,19.7,39442.0,0.89,Very High
68.3,6.8,9.9,1560.0,0.5366,Low
68.2,10.1,14.2,10704.0,0.7255,High
77.6,11.3,14.7,23613.0,0.8319,Very High
76.9,13.2,16.7,125166.0,0.9252,Very High
74.2,8.2,13.4,46001.0,0.7922,High
73.5,11.3,17.5,25638.0,0.8414,Very High
65.5,7.3,14.2,6486.0,0.6552,Medium
73.8,8.6,15.1,15057.0,0.7625,High
65.5,5.3,8.0,1424.0,0.4814,Low
74.0,7.8,13.7,7581.0,0.7035,High
57.1,3.9,10.3,1561.0,0.462,Low
78.0,7.1,15.6,21086.0,0.7858,High
55.2,5.8,12.5,937.0,0.4622,Low
75.1,6.0,9.8,7866.0,0.6419,Medium
61.1,5.6,10.6,2518.0,0.529,Low
61.1,4.0,13.7,2910.0,0.5489,Low
80.4,10.6,16.6,31598.0,0.8697,Very High
73.0,10.2,15.0,18226.0,0.7862,High
53.6,4.4,9.8,864.0,0.4129,Low
68.6,8.9,11.2,31571.0,0.7336,High
72.4,10.9,15.4,9813.0,0.762,High
71.8,7.6,11.9,8438.0,0.6788,Medium
71.5,11.7,18.8,29726.0,0.8532,Very High
70.7,6.2,12.3,9448.0,0.6643,Medium
59.9,3.9,9.0,3885.0,0.505,Low
61.4,5.1,11.2,1132.0,0.482,Low
70.7,8.0,13.8,5195.0,0.6712,Medium
75.9,8.4,16.2,16598.0,0.7849,High
62.4,5.9,13.9,4888.0,0.6067,Medium
61.4,7.5,9.8,6236.0,0.5922,Medium
59.6,4.1,11.8,1471.0,0.4858,Low
59.1,3.8,13.9,2414.0,0.5295,Low
59.8,4.4,10.3,3361.0,0.5205,Low
59.9,8.4,9.7,10384.0,0.6183,Medium
53.7,5.1,7.8,2362.0,0.4574,Low
83.5,10.3,16.1,26040.0,0.866,Very High
80.4,12.5,19.9,74675.0,0.9657,Very High
65.3,5.6,8.7,1943.0,0.5115,Low
70.8,9.8,13.9,15206.0,0.75,High
55.1,3.2,7.9,902.0,0.3875,Low
62.2,3.9,10.0,2900.0,0.5125,Low
45.7,3.0,8.7,806.0,0.3492,Low
60.7,3.7,13.0,2398.0,0.5258,Low
65.5,8.4,14.2,13338.0,0.7044,High
57.7,6.1,12.0,2855.0,0.5399,Low
66.0,7.8,12.5,5829.0,0.6409,Medium
78.2,10.1,15.0,15477.0,0.8016,Very High
71.4,7.0,15.1,8813.0,0.7042,High
54.9,4.2,11.3,1065.0,0.4437,Low
77.0,8.1,15.0,8818.0,0.7416,High
63.9,5.3,9.9,5434.0,0.5691,Medium
79.0,13.0,17.2,11909.0,0.8427,Very High
66.5,5.9,11.6,2783.0,0.5704,Medium
56.8,5.4,8.1,1203.0,0.4411,Low
64.3,6.6,12.3,3805.0,0.5953,Medium
73.0,8.0,13.2,5179.0,0.6756,Medium
81.1,10.6,15.0,16294.0,0.8235,Very High
54.2,4.9,8.7,5672.0,0.5075,Low
53.8,5.4,9.2,1898.0,0.4654,Low
49.6,4.7,6.5,1118.0,0.3834,Low
51.8,2.8,6.7,378.0,0.3014,Low
69.8,10.4,12.9,11349.0,0.728,High
59.5,6.6,8.8,3667.0,0.5366,Low
67.9,7.1,14.6,8453.0,0.6813,Medium
72.6,9.2,15.0,6716.0,0.7196,High
60.0,6.7,9.7,2827.0,0.5342,Low
75.3,12.0,18.9,31941.0,0.8815,Very High
49.1,5.0,3.0,1044.0,0.3406,Low
70.4,8.1,12.0,8542.0,0.6801,Medium
73.2,10.5,14.3,13057.0,0.7665,High
65.9,5.4,8.9,5355.0,0.5663,Medium
59.4,4.3,13.5,1514.0,0.5052,Low
81.2,9.0,20.1,15839.0,0.8519,Very High
54.7,4.7,7.7,1542.0,0.4337,Low
74.2,8.8,14.3,13407.0,0.7524,High
58.7,5.6,10.2,4407.0,0.5432,Low
65.5,5.8,12.9,1585.0,0.5444,Low
53.6,5.7,8.6,1292.0,0.4398,Low
79.0,14.5,18.0,135325.0,0.9632,Very High
56.3,3.6,11.3,1379.0,0.4589,Low
64.9,1.8,11.2,4599.0,0.5305,Low
69.8,9.0,14.1,17943.0,0.747,High
62.3,8.2,10.5,9533.0,0.6327,Medium
63.6,3.5,9.0,2175.0,0.486,Low
59.2,6.2,7.1,2016.0,0.4798,Low
65.6,7.0,13.6,4080.0,0.622,Medium
56.6,5.4,10.0,3451.0,0.5173,Low
73.0,7.9,14.7,5596.0,0.6927,Medium
73.7,7.5,13.9,10196.0,0.7152,High
70.5,6.6,11.4,18567.0,0.6908,Medium
64.3,8.0,12.7,8018.0,0.6541,Medium
59.2,5.4,11.9,6187.0,0.5767,Medium
51.7,6.9,10.3,2028.0,0.4856,Low
60.7,6.6,11.4,2726.0,0.5517,Medium
78.0,9.8,16.0,61633.0,0.8741,Very High
54.5,4.0,8.1,1506.0,0.4263,Low
60.0,6.0,8.8,1869.0,0.495,Low
69.0,7.0,10.1,4209.0,0.6019,Medium
68.5,9.4,15.1,5396.0,0.6908,Medium
74.3,9.7,15.8,104218.0,0.8595,Very High
64.0,6.5,9.9,4985.0,0.5823,Medium
65.4,4.1,10.8,3109.0,0.5415,Low
70.2,10.5,14.6,25022.0,0.7874,High
76.4,11.5,18.4,47780.0,0.8969,Very High
74.3,6.1,16.8,14792.0,0.7507,High
61.4,4.6,9.5,1563.0,0.4795,Low
49.3,2.8,7.4,1442.0,0.3789,Low
62.3,5.2,7.7,2187.0,0.4901,Low
75.8,8.3,12.9,11213.0,0.7304,High
72.9,7.6,9.8,3617.0,0.6145,Medium
63.4,8.8,13.8,11057.0,0.6855,Medium
59.4,5.1,12.2,1555.0,0.503,Low
80.0,10.3,16.7,52430.0,0.8905,Very High
80.6,10.8,17.3,27401.0,0.8738,Very High
63.3,6.3,9.9,5158.0,0.5777,Medium
51.3,3.4,5.1,959.0,0.3477,Low
84.4,11.9,18.7,68792.0,0.9634,Very High
82.9,13.1,19.2,78966.0,0.9793,Very High
80.0,12.6,19.2,25893.0,0.9041,Very High
58.3,4.2,13.6,1309.0,0.4909,Low
60.8,7.2,11.2,5584.0,0.595,Medium
58.8,5.1,9.8,1771.0,0.4862,Low
82.8,9.8,16.3,11015.0,0.8112,Very High
74.1,9.6,13.3,5315.0,0.7003,High
62.9,6.4,11.3,3586.0,0.5727,Medium
56.4,2.1,7.7,375.0,0.3168,Low
66.9,6.7,13.2,12938.0,0.6785,Medium
76.7,11.0,18.0,15970.0,0.834,Very High
74.9,11.3,16.4,28624.0,0.8443,Very High
65.2,7.8,13.4,2006.0,0.5837,Medium
77.7,10.6,13.9,50180.0,0.8515,Very High
62.2,4.2,4.6,823.0,0.3803,Low
60.4,6.4,9.9,2546.0,0.5299,Low
75.4,8.8,12.7,20755.0,0.7634,High
76.6,9.6,13.3,11356.0,0.7546,High
58.5,4.3,11.6,2363.0,0.5087,Low
54.8,1.6,6.1,1721.0,0.3699,Low
76.5,8.0,15.1,5888.0,0.7167,High
72.2,9.2,17.7,10410.0,0.7664,High
70.5,5.5,12.3,12526.0,0.6665,Medium
43.8,1.9,6.4,969.0,0.3115,Low
81.7,13.2,20.0,33471.0,0.9406,Very High
67.8,9.2,12.1,17736.0,0.7179,High
66.5,7.5,13.8,11340.0,0.6873,Medium
73.1,9.6,16.8,33793.0,0.8274,Very High
70.9,9.6,16.3,34599.0,0.8112,Very High
76.2,10.2,15.8,13335.0,0.7929,High
61.6,6.1,8.2,1898.0,0.4962,Low
74.8,13.2,15.3,34146.0,0.8632,Very High
71.4,6.2,14.3,8109.0,0.6821,Medium
63.1,4.7,9.4,3324.0,0.5267,Low
68.7,3.7,12.5,1176.0,0.5079,Low
